Year,HYTCP,WYTCP,SOEGP,NUETP,GDP
1960,0.0,0.0,0.0,0.0,
1961,0.0,0.0,0.0,0.0,
1962,0.0,0.0,0.0,0.0,
1963,0.0,0.0,0.0,0.0,9659.0
1964,0.0,0.0,0.0,0.0,10468.0
1965,0.0,0.0,0.0,0.0,11453.0
1966,0.0,0.0,0.0,0.0,12774.0
1967,0.0,0.0,0.0,0.0,14022.0
1968,0.0,0.0,0.0,0.0,15076.0
1969,0.0,0.0,0.0,0.0,16321.0
1970,0.0,0.0,0.0,0.0,17177.0
1971,0.0,0.0,0.0,0.0,18634.0
1972,0.0,0.0,0.0,0.0,20294.0
1973,0.0,0.0,0.0,0.0,22735.0
1974,0.0,0.0,0.0,0.0,26892.0
1975,0.0,0.0,0.0,0.0,30675.0
1976,0.0,0.0,0.0,0.0,34413.0
1977,0.0,0.0,0.0,0.0,39670.0
1978,0.0,0.0,0.0,0.0,45212.0
1979,0.0,0.0,0.0,0.0,51653.0
1980,0.0,0.0,0.0,0.0,63925.0
1981,0.0,0.0,0.0,0.0,77201.0
1982,0.0,0.0,0.0,0.0,78067.0
1983,0.0,0.0,0.0,0.0,76881.0
1984,0.0,0.0,0.0,0.0,82623.0
1985,0.0,2457.0,0.0,0.0,84391.0
1986,0.0,10637.0,0.0,0.0,77107.0
1987,0.0,12324.0,0.0,0.0,78488.0
1988,0.0,13785.0,0.0,0.0,83196.0
1989,0.0,12391.0,0.0,0.0,87574.0
1990,656.0,14197.0,0.0,0.0,95177.0
1991,656.0,13956.0,0.0,0.0,96043.0
1992,656.0,10356.0,0.0,0.0,90890.0
1993,1232.0,14398.0,0.0,0.0,95866.0
1994,972.0,12779.0,0.0,0.0,105119.0
1995,952.0,15686.0,0.0,0.0,112876.0
1996,964.0,15765.0,0.0,0.0,118807.0
1997,1036.0,13511.0,0.0,0.0,126003.0
1998,1063.0,16428.0,0.0,0.0,120493.0
1999,802.0,13112.0,0.0,0.0,126357.0
2000,532.0,15796.0,0.0,0.0,133200.0
2001,732.0,17336.0,0.0,0.0,138911.0
2002,891.0,17305.0,0.0,0.0,140451.0
2003,892.0,16126.0,0.0,0.0,155942.0
2004,1099.0,17080.0,0.0,0.0,171375.0
2005,811.0,15676.0,0.0,0.0,199683.0
2006,713.0,16735.0,0.0,0.0,207507.0
2007,827.0,17078.0,0.0,0.0,209455.0
2008,1064.0,15371.0,0.0,0.0,218781.0
2009,1236.0,16782.0,0.0,0.0,210879.0
2010,1109.0,18639.0,0.0,0.0,232596.0
2011,1044.0,16615.0,0.0,0.0,236248.0
2012,680.0,15659.0,0.0,0.0,241378.0
2013,1045.0,16954.0,0.0,0.0,235949.0
2014,1090.0,17311.0,0.0,0.0,242785.0
2015,,,,,239305.0
