Year,HYTCP,WYTCP,SOEGP,NUETP,GDP
1960,992.0,0.0,0.0,0.0,
1961,1395.0,0.0,0.0,0.0,
1962,1061.0,0.0,0.0,0.0,
1963,493.0,0.0,0.0,0.0,3791.0
1964,561.0,0.0,0.0,0.0,4148.0
1965,1080.0,0.0,0.0,0.0,4446.0
1966,1587.0,0.0,0.0,0.0,4868.0
1967,1228.0,0.0,0.0,0.0,5132.0
1968,3005.0,0.0,0.0,0.0,5704.0
1969,2883.0,0.0,0.0,0.0,6232.0
1970,2160.0,0.0,0.0,0.0,6667.0
1971,1804.0,0.0,0.0,0.0,7440.0
1972,1644.0,0.0,0.0,0.0,8494.0
1973,4252.0,0.0,0.0,0.0,9886.0
1974,4271.0,361.0,0.0,0.0,10865.0
1975,3433.0,4874.0,0.0,0.0,11942.0
1976,2022.0,3858.0,0.0,0.0,13704.0
1977,1791.0,5085.0,0.0,0.0,15182.0
1978,2421.0,5220.0,0.0,0.0,17477.0
1979,3375.0,3873.0,0.0,0.0,19099.0
1980,1695.0,7833.0,0.0,0.0,20276.0
1981,1235.0,9075.0,0.0,0.0,22891.0
1982,2106.0,7482.0,0.0,0.0,23527.0
1983,3315.0,7646.0,0.0,0.0,25292.0
1984,2723.0,10808.0,0.0,0.0,28465.0
1985,4434.0,9889.0,0.0,0.0,29326.0
1986,2813.0,8876.0,0.0,0.0,30799.0
1987,2407.0,11369.0,0.0,0.0,32664.0
1988,2785.0,8895.0,0.0,0.0,35004.0
1989,3084.0,8844.0,0.0,0.0,37128.0
1990,3655.0,11282.0,0.0,0.0,38680.0
1991,3547.0,12662.0,0.0,0.0,41572.0
1992,3377.0,11326.0,0.0,0.0,45018.0
1993,4509.0,13522.0,0.0,0.0,47566.0
1994,3463.0,13924.0,0.0,0.0,51416.0
1995,3218.0,11658.0,0.0,0.0,54612.0
1996,2797.0,13357.0,0.0,0.0,57976.0
1997,3516.0,14208.0,0.0,0.0,60333.0
1998,3117.0,13097.0,0.0,0.0,62275.0
1999,2694.0,12920.0,0.0,0.0,66715.0
2000,2370.0,11652.0,0.0,0.0,68809.0
2001,2548.0,14781.0,0.0,0.0,70849.0
2002,3436.0,14559.0,0.0,0.0,74097.0
2003,2655.0,14689.0,0.0,0.0,78774.0
2004,3643.0,15450.0,0.0,0.0,85261.0
2005,3083.0,13690.0,0.0,0.0,90319.0
2006,1551.0,15233.0,0.0,0.0,94839.0
2007,3237.0,15486.0,0.0,0.0,97384.0
2008,4660.0,14168.0,0.0,0.0,99838.0
2009,4193.0,15170.0,0.0,0.0,98020.0
2010,3659.0,15023.0,0.0,0.0,102951.0
2011,2958.0,14194.0,0.0,0.0,107287.0
2012,2198.0,15493.0,0.0,0.0,109226.0
2013,2655.0,11945.0,0.0,0.0,114379.0
2014,2640.0,14478.0,0.0,0.0,117854.0
2015,,,,,118907.0
