Year,HYTCP,WYTCP,SOEGP,NUETP,GDP
1960,705.0,0.0,0.0,0.0,
1961,1002.0,0.0,0.0,0.0,
1962,731.0,0.0,0.0,0.0,
1963,191.0,0.0,0.0,0.0,6151.0
1964,306.0,0.0,0.0,0.0,6544.0
1965,825.0,0.0,0.0,0.0,6966.0
1966,512.0,0.0,0.0,0.0,7468.0
1967,726.0,0.0,0.0,0.0,8087.0
1968,1526.0,0.0,0.0,0.0,8836.0
1969,1886.0,0.0,0.0,0.0,9622.0
1970,1406.0,0.0,0.0,0.0,10369.0
1971,1383.0,0.0,0.0,0.0,11278.0
1972,1447.0,0.0,0.0,0.0,12738.0
1973,3761.0,0.0,0.0,0.0,14483.0
1974,3590.0,0.0,0.0,0.0,16204.0
1975,2945.0,0.0,0.0,0.0,18163.0
1976,1541.0,0.0,0.0,0.0,20822.0
1977,1749.0,0.0,0.0,0.0,24022.0
1978,1763.0,0.0,0.0,0.0,27105.0
1979,2323.0,0.0,0.0,0.0,31546.0
1980,1315.0,0.0,0.0,0.0,37608.0
1981,1122.0,0.0,0.0,0.0,45430.0
1982,2090.0,0.0,0.0,0.0,49317.0
1983,2500.0,0.0,0.0,0.0,47701.0
1984,2339.0,0.0,0.0,0.0,51291.0
1985,3980.0,0.0,0.0,0.0,52765.0
1986,2951.0,0.0,0.0,0.0,48997.0
1987,2948.0,0.0,0.0,0.0,49055.0
1988,2045.0,0.0,0.0,0.0,52667.0
1989,2392.0,0.0,0.0,0.0,55007.0
1990,2731.0,0.0,0.0,0.0,57805.0
1991,1922.0,0.0,0.0,0.0,59632.0
1992,3242.0,0.0,0.0,0.0,62209.0
1993,4357.0,0.0,0.0,0.0,65552.0
1994,2515.0,0.0,0.0,0.0,68251.0
1995,2780.0,0.0,0.0,0.0,70859.0
1996,2158.0,0.0,0.0,0.0,76316.0
1997,2921.0,0.0,0.0,0.0,81106.0
1998,3509.0,0.0,0.0,0.0,81672.0
1999,3175.0,0.0,0.0,0.0,84642.0
2000,2277.0,0.0,0.0,0.0,91421.0
2001,2345.0,0.0,0.0,0.0,97441.0
2002,1988.0,0.0,0.0,0.0,99459.0
2003,1798.0,0.0,0.0,54.0,105899.0
2004,2977.0,0.0,0.0,573.0,113929.0
2005,2630.0,0.0,0.0,848.0,125243.0
2006,624.0,0.0,0.0,1712.0,137584.0
2007,3066.0,0.0,0.0,1849.0,145693.0
2008,3811.0,0.0,0.0,2358.0,156398.0
2009,3553.0,0.0,0.0,2698.0,143648.0
2010,2809.0,0.0,0.0,3808.0,149913.0
2011,1507.0,0.0,0.0,5605.0,163868.0
2012,1146.0,0.0,0.0,8158.0,174305.0
2013,2178.0,0.0,0.0,11162.0,185103.0
2014,1428.0,0.0,0.0,11937.0,194466.0
2015,,,,,185981.0
