Year,HYTCP,WYTCP,SOEGP,NUETP,GDP
1960,100.0,0.0,0.0,0.0,
1961,107.0,0.0,0.0,0.0,
1962,75.0,0.0,0.0,0.0,
1963,52.0,0.0,0.0,0.0,15636.0
1964,45.0,0.0,0.0,0.0,16723.0
1965,94.0,0.0,0.0,0.0,18518.0
1966,95.0,0.0,0.0,0.0,20049.0
1967,469.0,0.0,0.0,0.0,20951.0
1968,524.0,0.0,0.0,0.0,22646.0
1969,591.0,0.0,0.0,0.0,24212.0
1970,495.0,0.0,0.0,0.0,24546.0
1971,431.0,0.0,0.0,0.0,26882.0
1972,385.0,0.0,0.0,0.0,29954.0
1973,480.0,0.0,0.0,0.0,33972.0
1974,445.0,0.0,0.0,0.0,35606.0
1975,444.0,0.0,0.0,0.0,37677.0
1976,479.0,0.0,0.0,0.0,43775.0
1977,374.0,0.0,0.0,0.0,47901.0
1978,361.0,0.0,0.0,0.0,53729.0
1979,438.0,0.0,0.0,0.0,57917.0
1980,474.0,0.0,0.0,0.0,58870.0
1981,509.0,0.0,0.0,0.0,64724.0
1982,428.0,0.0,0.0,0.0,64982.0
1983,418.0,0.0,0.0,0.0,69335.0
1984,436.0,0.0,0.0,0.0,78859.0
1985,426.0,0.0,0.0,0.0,82011.0
1986,506.0,0.0,0.0,0.0,86437.0
1987,507.0,0.0,0.0,0.0,91650.0
1988,441.0,0.0,0.0,0.0,99492.0
1989,450.0,0.0,0.0,0.0,107199.0
1990,441.0,0.0,0.0,0.0,110860.0
1991,399.0,0.0,0.0,0.0,114637.0
1992,562.0,0.0,0.0,0.0,124714.0
1993,448.0,0.0,0.0,0.0,132108.0
1994,407.0,0.0,0.0,0.0,143335.0
1995,467.0,0.0,0.0,0.0,150404.0
1996,448.0,0.0,0.0,0.0,158350.0
1997,562.0,0.0,0.0,0.0,167366.0
1998,479.0,0.0,0.0,0.0,186520.0
1999,407.0,0.0,0.0,0.0,195099.0
2000,588.0,0.0,0.0,0.0,205487.0
2001,571.0,0.0,0.0,0.0,206558.0
2002,411.0,0.0,0.0,0.0,214497.0
2003,424.0,0.0,0.0,0.0,225295.0
2004,444.0,0.0,0.0,0.0,238563.0
2005,438.0,0.0,0.0,0.0,245197.0
2006,490.0,0.0,0.0,0.0,256434.0
2007,450.0,0.0,0.0,0.0,270245.0
2008,437.0,0.0,0.0,238.0,273475.0
2009,503.0,0.0,0.0,1403.0,262068.0
2010,454.0,0.0,0.0,2934.0,282259.0
2011,409.0,0.0,0.0,3285.0,291570.0
2012,434.0,0.0,0.0,3210.0,299996.0
2013,387.0,0.0,31.0,3481.0,311332.0
2014,371.0,0.0,102.0,3496.0,324901.0
2015,,,,,336053.0
