Year,HYTCP,WYTCP,SOEGP,NUETP,GDP
1960,2844.0,0.0,0.0,0.0,
1961,2604.0,0.0,0.0,0.0,
1962,2527.0,0.0,0.0,0.0,
1963,2850.0,0.0,0.0,0.0,2420.0
1964,2472.0,0.0,0.0,0.0,2604.0
1965,2069.0,0.0,0.0,0.0,2807.0
1966,2420.0,0.0,0.0,0.0,3001.0
1967,2560.0,0.0,0.0,0.0,3154.0
1968,2611.0,0.0,0.0,0.0,3406.0
1969,2764.0,0.0,0.0,0.0,3695.0
1970,2853.0,0.0,0.0,0.0,3959.0
1971,2463.0,0.0,0.0,0.0,4207.0
1972,2655.0,54.0,0.0,0.0,4625.0
1973,3095.0,3351.0,0.0,0.0,5203.0
1974,2911.0,3574.0,0.0,0.0,5603.0
1975,2664.0,4502.0,0.0,0.0,5996.0
1976,3094.0,5929.0,0.0,0.0,6968.0
1977,3035.0,5143.0,0.0,0.0,7647.0
1978,2827.0,5354.0,0.0,0.0,8449.0
1979,2789.0,4497.0,0.0,0.0,9335.0
1980,2417.0,4404.0,0.0,0.0,10263.0
1981,2854.0,5212.0,0.0,0.0,11255.0
1982,2943.0,4524.0,0.0,0.0,12115.0
1983,2936.0,5730.0,0.0,0.0,13239.0
1984,2987.0,5123.0,0.0,0.0,14897.0
1985,2691.0,5354.0,0.0,0.0,16046.0
1986,3007.0,6242.0,0.0,0.0,17382.0
1987,2677.0,4043.0,0.0,0.0,19166.0
1988,2542.0,5017.0,0.0,0.0,21371.0
1989,3445.0,6942.0,0.0,0.0,22670.0
1990,4091.0,4861.0,0.0,0.0,23256.0
1991,3817.0,6264.0,0.0,0.0,23379.0
1992,3513.0,5358.0,0.0,0.0,24329.0
1993,3246.0,5740.0,0.0,0.0,25202.0
1994,3511.0,6632.0,0.0,0.0,26543.0
1995,3354.0,198.0,0.0,0.0,28153.0
1996,4157.0,5062.0,0.0,0.0,29256.0
1997,3648.0,0.0,0.0,0.0,30775.0
1998,3716.0,0.0,0.0,0.0,32394.0
1999,3756.0,0.0,0.0,0.0,34613.0
2000,3591.0,0.0,0.0,0.0,37072.0
2001,2645.0,0.0,0.0,0.0,38834.0
2002,2768.0,0.0,0.0,0.0,40520.0
2003,3173.0,0.0,0.0,0.0,42291.0
2004,3430.0,0.0,0.0,0.0,44887.0
2005,4091.0,0.0,0.0,0.0,46277.0
2006,4278.0,0.0,0.0,0.0,48311.0
2007,3738.0,0.0,0.0,99.0,49452.0
2008,4457.0,0.0,0.0,132.0,49949.0
2009,4212.0,0.0,0.0,299.0,50405.0
2010,3810.0,0.0,0.0,499.0,51456.0
2011,3979.0,0.0,0.0,707.0,51490.0
2012,3733.0,0.0,0.0,887.0,52580.0
2013,3560.0,0.0,0.0,1048.0,53219.0
2014,3623.0,0.0,0.0,1097.0,55250.0
2015,,,,,57297.0
