Year,HYTCP,WYTCP,SOEGP,NUETP,GDP
1960,27.0,0.0,0.0,0.0,
1961,24.0,0.0,0.0,0.0,
1962,20.0,0.0,0.0,0.0,
1963,23.0,0.0,0.0,0.0,2367.0
1964,115.0,0.0,0.0,0.0,2571.0
1965,105.0,0.0,0.0,0.0,2849.0
1966,112.0,0.0,0.0,0.0,3110.0
1967,108.0,0.0,0.0,0.0,3307.0
1968,94.0,0.0,0.0,0.0,3722.0
1969,100.0,0.0,0.0,0.0,4262.0
1970,108.0,0.0,0.0,0.0,4813.0
1971,89.0,0.0,0.0,0.0,5188.0
1972,91.0,0.0,0.0,0.0,5624.0
1973,95.0,0.0,0.0,0.0,6353.0
1974,92.0,0.0,0.0,0.0,7143.0
1975,89.0,0.0,0.0,0.0,8173.0
1976,93.0,0.0,0.0,0.0,8526.0
1977,86.0,0.0,0.0,0.0,9441.0
1978,84.0,0.0,0.0,0.0,10508.0
1979,90.0,0.0,0.0,0.0,11869.0
1980,86.0,0.0,0.0,0.0,13380.0
1981,80.0,0.0,0.0,0.0,14640.0
1982,90.0,0.0,0.0,0.0,15740.0
1983,84.0,0.0,0.0,0.0,17260.0
1984,82.0,0.0,0.0,0.0,19132.0
1985,86.0,0.0,0.0,0.0,20722.0
1986,78.0,0.0,0.0,0.0,22437.0
1987,82.0,0.0,0.0,0.0,24273.0
1988,81.0,0.0,0.0,0.0,26799.0
1989,56.0,0.0,0.0,33.0,29427.0
1990,80.0,0.0,0.0,29.0,32534.0
1991,71.0,0.0,0.0,36.0,34357.0
1992,61.0,0.0,0.0,23.0,36129.0
1993,56.0,0.0,0.0,22.0,36732.0
1994,139.0,0.0,0.0,20.0,37395.0
1995,98.0,0.0,0.0,20.0,37763.0
1996,104.0,0.0,0.0,23.0,38125.0
1997,115.0,0.0,0.0,16.0,39064.0
1998,121.0,0.0,0.0,19.0,37585.0
1999,115.0,0.0,0.0,16.0,39224.0
2000,103.0,0.0,0.0,17.0,41472.0
2001,101.0,0.0,0.0,2.0,43089.0
2002,95.0,0.0,0.0,2.0,45581.0
2003,91.0,0.0,0.0,2.0,49136.0
2004,94.0,0.0,0.0,7.0,53755.0
2005,96.0,0.0,0.0,7.0,58573.0
2006,120.0,0.0,0.0,80.0,62054.0
2007,92.0,0.0,0.0,238.0,65210.0
2008,84.0,0.0,0.0,240.0,66692.0
2009,113.0,0.0,1.0,251.0,65382.0
2010,70.0,0.0,2.0,261.0,68225.0
2011,93.0,0.0,4.0,341.0,70017.0
2012,115.0,0.0,5.0,378.0,72532.0
2013,78.0,0.0,19.0,503.0,74653.0
2014,94.0,0.0,39.0,579.0,76588.0
2015,,,,,80376.0
