Year,HYTCP,WYTCP,SOEGP,NUETP,GDP
1960,424.0,0.0,0.0,0.0,
1961,367.0,0.0,0.0,0.0,
1962,295.0,0.0,0.0,0.0,
1963,278.0,0.0,0.0,0.0,9877.0
1964,269.0,0.0,0.0,0.0,10551.0
1965,187.0,0.0,0.0,0.0,11456.0
1966,253.0,0.0,0.0,0.0,12812.0
1967,394.0,524.0,0.0,0.0,13595.0
1968,358.0,3004.0,0.0,0.0,14303.0
1969,425.0,3639.0,0.0,0.0,15627.0
1970,329.0,3604.0,0.0,0.0,16347.0
1971,391.0,7767.0,0.0,0.0,17129.0
1972,538.0,7777.0,0.0,0.0,18799.0
1973,447.0,4303.0,0.0,0.0,20808.0
1974,428.0,7970.0,0.0,0.0,22502.0
1975,493.0,8135.0,0.0,0.0,23976.0
1976,383.0,12330.0,0.0,0.0,26233.0
1977,431.0,13174.0,0.0,0.0,29598.0
1978,359.0,13863.0,0.0,0.0,33231.0
1979,461.0,12706.0,0.0,0.0,36855.0
1980,256.0,11835.0,0.0,0.0,40770.0
1981,260.0,12673.0,0.0,0.0,45642.0
1982,371.0,13625.0,0.0,0.0,50196.0
1983,378.0,11588.0,0.0,0.0,55528.0
1984,377.0,14292.0,0.0,0.0,63618.0
1985,264.0,12721.0,0.0,0.0,69231.0
1986,373.0,18667.0,0.0,0.0,75305.0
1987,343.0,20540.0,0.0,0.0,82984.0
1988,330.0,22251.0,0.0,0.0,90707.0
1989,442.0,19563.0,0.0,0.0,95831.0
1990,571.0,19776.0,0.0,0.0,100169.0
1991,433.0,12243.0,0.0,0.0,101475.0
1992,424.0,16771.0,0.0,0.0,105759.0
1993,415.0,21802.0,0.0,0.0,107680.0
1994,481.0,20160.0,0.0,0.0,113115.0
1995,364.0,18749.0,0.0,0.0,123212.0
1996,626.0,6225.0,0.0,0.0,129111.0
1997,447.0,-125.0,0.0,0.0,140280.0
1998,448.0,3243.0,0.0,0.0,147911.0
1999,422.0,12675.0,0.0,0.0,154708.0
2000,526.0,16365.0,0.0,0.0,169004.0
2001,286.0,15428.0,0.0,0.0,175290.0
2002,335.0,14918.0,0.0,0.0,178017.0
2003,564.0,16078.0,0.0,0.0,183533.0
2004,463.0,16539.0,0.0,0.0,200407.0
2005,478.0,15562.0,0.0,0.0,210170.0
2006,544.0,16589.0,0.0,0.0,221420.0
2007,363.0,16386.0,0.0,0.0,236640.0
2008,556.0,15433.0,0.0,0.0,238211.0
2009,510.0,16657.0,0.0,0.0,233562.0
2010,391.0,16750.0,0.0,0.0,234528.0
2011,567.0,15928.0,0.0,0.0,234233.0
2012,312.0,17078.0,0.0,0.0,239462.0
2013,402.0,17080.0,0.0,0.0,240750.0
2014,434.0,15841.0,12.0,0.0,245160.0
2015,,,,,252930.0
