Year,HYTCP,WYTCP,SOEGP,NUETP,GDP
1960,20.0,0.0,0.0,0.0,
1961,16.0,0.0,0.0,0.0,
1962,15.0,0.0,0.0,0.0,
1963,17.0,0.0,0.0,0.0,6135.0
1964,13.0,0.0,0.0,0.0,6418.0
1965,13.0,0.0,0.0,0.0,6831.0
1966,13.0,0.0,0.0,0.0,7401.0
1967,9.0,0.0,0.0,0.0,7760.0
1968,10.0,0.0,0.0,0.0,8487.0
1969,6.0,0.0,0.0,0.0,9166.0
1970,7.0,0.0,0.0,0.0,9755.0
1971,7.0,0.0,0.0,0.0,10824.0
1972,5.0,0.0,0.0,0.0,12127.0
1973,3.0,0.0,0.0,0.0,14000.0
1974,7.0,0.0,0.0,0.0,15063.0
1975,5.0,0.0,0.0,0.0,16855.0
1976,5.0,0.0,0.0,0.0,18953.0
1977,3.0,0.0,0.0,0.0,20539.0
1978,5.0,0.0,0.0,0.0,22824.0
1979,4.0,0.0,0.0,0.0,26300.0
1980,8.0,0.0,0.0,0.0,28298.0
1981,8.0,0.0,0.0,0.0,31978.0
1982,7.0,0.0,0.0,0.0,33491.0
1983,6.0,0.0,0.0,0.0,35257.0
1984,7.0,0.0,0.0,0.0,38442.0
1985,9.0,3856.0,0.0,0.0,40658.0
1986,8.0,6959.0,0.0,0.0,41795.0
1987,9.0,6471.0,0.0,0.0,44164.0
1988,12.0,6650.0,0.0,0.0,46698.0
1989,10.0,9709.0,0.0,0.0,48814.0
1990,13.0,7874.0,0.0,0.0,51874.0
1991,11.0,5859.0,0.0,0.0,53981.0
1992,10.0,8491.0,0.0,0.0,56902.0
1993,5.0,7900.0,0.0,0.0,58953.0
1994,10.0,8529.0,0.0,0.0,63304.0
1995,11.0,10062.0,0.0,0.0,65282.0
1996,11.0,8205.0,0.0,0.0,69616.0
1997,14.0,8430.0,0.0,0.0,74147.0
1998,11.0,10411.0,0.0,0.0,79118.0
1999,12.0,9157.0,0.0,0.0,82643.0
2000,15.0,9061.0,0.0,0.0,86869.0
2001,26.0,10347.0,0.0,40.0,89331.0
2002,13.0,9042.0,0.0,467.0,91952.0
2003,12.0,8890.0,0.0,366.0,96368.0
2004,13.0,10133.0,0.0,359.0,99242.0
2005,11.0,8821.0,0.0,426.0,104884.0
2006,10.0,9350.0,0.0,992.0,113362.0
2007,11.0,10369.0,0.0,1153.0,122498.0
2008,11.0,8497.0,0.0,1759.0,128108.0
2009,13.0,8769.0,0.0,2863.0,123986.0
2010,13.0,9556.0,0.0,3405.0,128542.0
2011,15.0,7319.0,0.0,3720.0,136884.0
2012,10.0,8285.0,0.0,5195.0,140964.0
2013,15.0,7168.0,0.0,9433.0,143459.0
2014,16.0,8558.0,0.0,10845.0,147493.0
2015,,,,,149641.0
