Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1960,992.0,0.0,0.0,0.0,,9177.96818,0.0,0.0,57392.86465,174678.6,45.49,-1.3,2.91,23.72
1961,1395.0,0.0,0.0,0.0,,8863.8079,0.0,0.0,61632.3044,169626.8,55.71,9.64,2.85,22.96
1962,1061.0,0.0,0.0,0.0,,5744.64512,0.0,0.0,68531.74419,160364.2,45.79,-2.95,2.85,22.69
1963,493.0,0.0,0.0,0.0,3791.0,4959.24442,0.0,0.0,78766.01672,158954.8,32.8,-17.61,2.91,22.9
1964,561.0,0.0,0.0,0.0,4148.0,4757.28424,0.0,0.0,78834.328,155074.6,45.9,-6.28,3.0,23.3
1965,1080.0,0.0,0.0,0.0,4446.0,5071.44452,0.0,0.0,85731.69775,150394.0,43.94,-4.28,3.01,23.0
1966,1587.0,0.0,0.0,0.0,4868.0,5295.84472,0.0,0.0,108857.13778,138179.2,46.0,-3.8,3.1,23.01
1967,1228.0,0.0,0.0,0.0,5132.0,4241.16378,0.0,0.0,120602.53873,122235.0,47.68,1.42,3.12,22.53
1968,3005.0,0.0,0.0,0.0,5704.0,4734.84422,0.0,0.0,162111.99459000002,112891.2,58.33,10.11,3.18,21.99
1969,2883.0,0.0,0.0,0.0,6232.0,5116.32456,0.0,0.0,175184.2905,104684.2,46.36,-2.89,3.32,21.81
1970,2160.0,0.0,0.0,0.0,6667.0,6013.92536,0.0,0.0,187701.81597,104603.0,49.57,2.12,3.39,21.04
1971,1804.0,0.0,0.0,0.0,7440.0,6193.44552,0.0,0.0,177562.32389,105925.4,42.7,-5.73,3.6,21.42
1972,1644.0,0.0,0.0,0.0,8494.0,9604.32856,0.0,0.0,169378.42270999998,107410.2,49.03,0.09,3.6,20.74
1973,4252.0,0.0,0.0,0.0,9886.0,9092.6038,0.0,0.0,159338.13599,104492.8,70.01,20.26,4.75,25.56
1974,4271.0,361.0,0.0,0.0,10865.0,10210.2091,0.0,0.0,125477.88459000002,95856.6,58.8,12.13,9.35,45.6
1975,3433.0,4874.0,0.0,0.0,11942.0,10765.68992,0.0,0.0,117374.2268,93571.4,53.46,6.42,12.21,54.61
1976,2022.0,3858.0,0.0,0.0,13704.0,11982.97068,0.0,0.0,110568.54,104962.6,41.03,-3.82,13.1,55.46
1977,1791.0,5085.0,0.0,0.0,15182.0,12633.731259999999,0.0,0.0,107368.54966,117171.6,46.4,-5.35,14.4,57.2
1978,2421.0,5220.0,0.0,0.0,17477.0,12616.12188,0.0,0.0,108285.19431,117908.2,49.27,-1.64,14.95,55.24
1979,3375.0,3873.0,0.0,0.0,19099.0,5632.44502,0.0,0.0,113633.81554,109440.2,60.25,13.76,25.1,82.51
1980,1695.0,7833.0,0.0,0.0,20276.0,7158.3663799999995,0.0,0.0,114473.3191,105618.0,40.1,-11.49,37.42,109.51
1981,1235.0,9075.0,0.0,0.0,22891.0,5138.76458,0.0,0.0,95565.69745,106441.6,43.08,-3.21,35.75,94.83
1982,2106.0,7482.0,0.0,0.0,23527.0,3612.84322,0.0,0.0,127217.45580999998,109324.2,57.8,8.14,31.83,79.5
1983,3315.0,7646.0,0.0,0.0,25292.0,1974.7217600000001,0.0,0.0,132636.93867,109324.2,46.51,-3.21,29.08,70.34
1984,2723.0,10808.0,0.0,0.0,28465.0,1840.0816399999999,0.0,0.0,140012.53480999998,108634.0,61.19,11.32,28.75,66.67
1985,4434.0,9889.0,0.0,0.0,29326.0,1795.2016,0.0,0.0,159998.84823,110455.2,48.93,-1.41,26.92,60.27
1986,2813.0,8876.0,0.0,0.0,30799.0,3747.4833399999998,0.0,0.0,135759.38824,91512.4,46.39,-3.72,14.44,31.72
1987,2407.0,11369.0,0.0,0.0,32664.0,1884.9616800000001,0.0,0.0,145562.33906,82545.6,53.1,0.38,17.75,37.62
1988,2785.0,8895.0,0.0,0.0,35004.0,6193.44552,0.0,0.0,169929.50315,78909.0,46.03,-4.97,14.87,30.33
1989,3084.0,8844.0,0.0,0.0,37128.0,1570.8014,0.0,0.0,176657.46882,65313.8,51.35,5.91,18.33,35.6
1990,3655.0,11282.0,0.0,0.0,38680.0,1323.96118,0.0,0.0,177929.49515,60238.8,66.91,12.62,23.19,42.62
