Year,HYTCP,WYTCP,SOEGP,NUETP,GDP
1960,938.0,0.0,0.0,0.0,
1961,1042.0,0.0,0.0,0.0,
1962,1039.0,0.0,0.0,0.0,
1963,801.0,0.0,0.0,0.0,4617.0
1964,904.0,0.0,0.0,0.0,4892.0
1965,828.0,0.0,0.0,0.0,5208.0
1966,767.0,0.0,0.0,0.0,5570.0
1967,1050.0,0.0,0.0,0.0,5825.0
1968,957.0,0.0,0.0,0.0,6091.0
1969,952.0,0.0,0.0,0.0,6381.0
1970,996.0,0.0,0.0,0.0,7088.0
1971,1146.0,0.0,0.0,0.0,7602.0
1972,1246.0,0.0,0.0,0.0,8391.0
1973,1176.0,0.0,0.0,0.0,9187.0
1974,1148.0,0.0,0.0,0.0,10684.0
1975,1063.0,0.0,0.0,0.0,11973.0
1976,1026.0,0.0,0.0,0.0,13249.0
1977,943.0,0.0,0.0,0.0,14439.0
1978,925.0,0.0,0.0,0.0,15957.0
1979,1232.0,0.0,0.0,0.0,17424.0
1980,1114.0,0.0,0.0,0.0,18408.0
1981,1090.0,0.0,0.0,0.0,19837.0
1982,1118.0,0.0,0.0,0.0,20511.0
1983,1109.0,0.0,0.0,0.0,20403.0
1984,1138.0,0.0,0.0,0.0,22172.0
1985,1058.0,0.0,0.0,0.0,22936.0
1986,1051.0,0.0,0.0,0.0,22880.0
1987,1005.0,0.0,0.0,0.0,23425.0
1988,988.0,0.0,0.0,0.0,25876.0
1989,1307.0,0.0,0.0,0.0,26663.0
1990,1295.0,0.0,0.0,0.0,27754.0
1991,1065.0,0.0,0.0,0.0,29092.0
1992,1271.0,0.0,0.0,0.0,30410.0
1993,1114.0,0.0,0.0,0.0,31881.0
1994,1146.0,0.0,0.0,0.0,34592.0
1995,1193.0,0.0,0.0,0.0,36149.0
1996,1425.0,0.0,0.0,0.0,37224.0
1997,1139.0,0.0,0.0,0.0,38570.0
1998,1086.0,0.0,0.0,0.0,39881.0
1999,930.0,0.0,0.0,0.0,41854.0
2000,1151.0,0.0,0.0,0.0,42703.0
2001,952.0,0.0,0.0,0.0,44057.0
2002,1066.0,0.0,0.0,9.0,45410.0
2003,1356.0,0.0,0.0,170.0,46671.0
2004,1318.0,0.0,0.0,161.0,49519.0
2005,1448.0,0.0,0.0,154.0,53453.0
2006,1572.0,0.0,0.0,174.0,56871.0
2007,1254.0,0.0,0.0,168.0,58873.0
2008,1248.0,0.0,0.0,392.0,62581.0
2009,1646.0,0.0,0.0,742.0,63866.0
2010,1367.0,0.0,0.0,939.0,67255.0
2011,1453.0,0.0,0.0,1103.0,70945.0
2012,1431.0,0.0,0.0,1286.0,70969.0
2013,1739.0,0.0,0.0,1387.0,72120.0
2014,1242.0,0.0,0.0,1451.0,74148.0
2015,,,,,74321.0
