,Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
0,1960,959.0,0.0,0.0,0.0,3193.9000000000233,0.0,0.0,0.0,17799.24646,138185.0,22.85,9.35,2.91,23.72
1,1961,928.0,0.0,0.0,0.0,3519.20000000007,0.0,0.0,0.0,18365.02406,141340.2,22.31,2.97,2.85,22.96
2,1962,975.0,0.0,0.0,0.0,3844.5,0.0,0.0,0.0,17358.2899,144385.2,26.45,13.39,2.85,22.69
3,1963,1014.0,75.0,0.0,0.0,4262.0,0.0,0.0,0.0,15224.666769999998,126706.8,21.21,-4.33,2.91,22.9
4,1964,1003.0,91.0,0.0,0.0,4400.0,0.0,0.0,0.0,13012.88467,110855.4,19.8,-9.33,3.0,23.3
5,1965,1116.0,-5.0,0.0,0.0,4749.0,0.0,0.0,0.0,12505.434659999999,99852.8,28.8,12.08,3.01,23.0
6,1966,1162.0,0.0,0.0,0.0,5205.0,0.0,0.0,0.0,11894.16155,80330.0,19.15,1.17,3.1,23.01
7,1967,1163.0,0.0,0.0,0.0,5486.0,0.0,0.0,0.0,9860.861859999999,77563.4,22.2,-0.09,3.12,22.53
8,1968,1254.0,0.0,0.0,0.0,5823.0,0.0,0.0,0.0,9482.8991,76461.4,22.56,-0.53,3.18,21.99
9,1969,1238.0,0.0,0.0,0.0,6537.0,0.0,0.0,0.0,8153.03012,70214.8,22.11,3.64,3.32,21.81
10,1970,1371.0,0.0,0.0,0.0,6907.0,0.0,0.0,0.0,6988.8114799999985,66415.8,19.3,-4.14,3.39,21.04
11,1971,1359.0,0.0,0.0,0.0,7660.0,0.0,0.0,0.0,4616.45905,58359.6,23.66,7.35,3.6,21.42
12,1972,1372.0,0.0,0.0,0.0,8487.0,0.0,0.0,0.0,4493.2066399999985,50489.0,23.39,4.73,3.6,20.74
13,1973,1371.0,599.0,0.0,0.0,9961.0,0.0,0.0,0.0,4696.66362,41992.0,29.31,23.62,4.75,25.56
14,1974,1294.0,3996.0,0.0,0.0,10440.0,0.0,0.0,0.0,3351.07932,38343.8,15.56,-5.6,9.35,45.6
15,1975,1213.0,5916.0,0.0,0.0,11875.0,0.0,0.0,0.0,3086.72199,35496.0,20.47,-4.57,12.21,54.61
16,1976,1276.0,5824.0,0.0,0.0,13042.0,0.0,0.0,0.0,2945.5696199999998,35855.6,17.24,-10.65,13.1,55.46
17,1977,1221.0,7452.0,0.0,0.0,13874.0,0.0,0.0,0.0,3171.72357,34614.4,28.9,7.84,14.4,57.2
18,1978,1187.0,7725.0,0.0,0.0,15851.0,0.0,0.0,0.0,3151.58445,33999.6,22.33,5.31,14.95,55.24
19,1979,1246.0,8658.0,0.0,0.0,17423.0,0.0,0.0,0.0,3440.7286799999997,35194.4,25.5,15.18,25.1,82.51
20,1980,1336.0,5783.0,0.0,0.0,18294.0,0.0,0.0,0.0,2744.32396,36192.0,17.17,-5.48,37.42,109.51
21,1981,1197.0,5988.0,0.0,0.0,20863.0,0.0,0.0,0.0,2755.96017,38691.8,24.16,-7.11,35.75,94.83
22,1982,1212.0,8753.0,0.0,0.0,21265.0,0.0,0.0,0.0,2480.08825,39857.6,27.51,16.45,31.83,79.5
23,1983,1346.0,6082.0,0.0,0.0,21820.0,0.0,0.0,0.0,2289.62315,37004.0,25.12,15.7,29.08,70.34
24,1984,1345.0,5780.0,0.0,0.0,24631.0,0.0,0.0,0.0,2476.23661,37421.6,25.85,15.8,28.75,66.67
25,1985,1441.0,4134.0,0.0,0.0,25717.0,0.0,1283.03486,202.38095,2104.8515199999997,40269.4,22.45,3.23,26.92,60.27
26,1986,1678.0,7658.0,0.0,0.0,26045.0,0.0,1579.2676099999999,250.0,1523.0009599999994,41168.4,26.8,13.08,14.44,31.72
27,1987,1567.0,8589.0,0.0,0.0,26760.0,0.0,1738.4932600000006,276.19048,1381.20627,35333.6,25.37,11.71,17.75,37.62
28,1988,1350.0,6828.0,0.0,0.0,29262.0,0.0,1754.6507100000001,279.7619,999.42225,34672.4,20.12,-6.41,14.87,30.33
29,1989,1158.0,8077.0,0.0,0.0,31332.0,0.0,1793.0063100000002,286.90476,917.78844,36134.0,16.71,-18.66,18.33,35.6
30,1990,1140.0,7511.0,0.0,0.0,33734.0,0.0,1891.3369699999998,303.69048,779.5189999999999,34156.2,21.5,-9.71,23.19,42.62
31,1991,1045.0,8048.0,0.0,0.0,35613.0,0.0,1928.10625,310.71429,793.69071,33825.6,22.03,-8.0,20.2,35.73
32,1992,1075.0,8748.0,0.0,0.0,38214.0,0.0,3393.1876,548.80952,1156.88118,31749.2,25.59,10.61,19.25,33.04
33,1993,1002.0,6805.0,0.0,0.0,39353.0,0.0,7573.215359999997,1229.1666699999996,2061.38888,28234.4,31.87,33.91,16.75,27.94
34,1994,1312.0,6345.0,0.0,0.0,43504.0,0.0,11539.33173,1879.76191,2868.37274,24452.8,21.91,7.85,15.66,25.44
35,1995,1426.0,7485.0,0.0,0.0,45111.0,0.0,27841.81743000001,4551.42857,2195.09906,21999.4,25.19,12.24,16.75,26.48
36,1996,1602.0,9457.0,0.0,0.0,49007.0,0.0,28755.99226000001,4717.5,1889.1289800000002,20537.8,25.49,10.77,20.46,31.4
37,1997,1672.0,9269.0,0.0,0.0,50308.0,0.0,38727.066139999995,6375.83333,1666.34563,19354.6,22.14,7.75,18.64,27.98
38,1998,1683.0,8259.0,0.0,0.0,52399.0,0.0,41287.70165,6821.617190000001,1699.7088800000001,18409.2,25.93,14.84,11.91,17.6
39,1999,1719.0,10091.0,0.0,0.0,54223.0,0.0,43923.12375,7267.63655,1393.88772,15445.4,22.84,6.16,16.56,23.89
40,2000,1501.0,8629.0,0.0,0.0,57235.0,0.0,46153.59198000001,7646.61488,1224.5121,17150.6,20.36,-9.09,27.39,38.29
41,2001,1124.0,8726.0,0.0,3.0,59846.0,0.0,50495.654689999996,8376.87838,1228.5838,16947.6,24.48,4.12,23.0,31.3
42,2002,1097.0,10122.0,0.0,8.0,61940.0,0.0,50536.81619,8394.62462,1196.35225,16118.2,15.65,-18.35,22.81,30.52
43,2003,980.0,7997.0,0.0,38.0,66931.0,0.0,54583.09842,9106.77543,1464.13571,15979.0,19.98,-10.18,27.69,36.26
44,2004,913.0,10241.0,0.0,38.0,70644.0,0.0,73176.72896000001,12263.11905,1489.4565400000001,14540.6,22.93,-5.48,37.66,47.98
45,2005,871.0,8802.0,0.0,97.0,73455.0,0.0,76818.20963,12928.57143,1182.3673900000001,13995.4,23.57,-1.21,50.04,61.65
46,2006,893.0,9003.0,0.0,261.0,77547.0,0.0,85067.36054,14380.95238,1214.63984,13415.4,21.56,-9.06,58.3,69.64
47,2007,347.0,11042.0,0.0,217.0,81926.0,0.0,117216.02836,19904.84139,1583.01036,13537.2,28.64,12.62,64.2,74.44
48,2008,346.0,9479.0,0.0,214.0,84873.0,0.0,164645.97285999998,28080.577460000004,3115.902,13885.2,28.1,18.82,91.48,102.0
49,2009,434.0,9435.0,0.0,383.0,86961.0,0.0,163376.33119,28038.3349,2942.8959999999997,12986.2,25.7,22.22,53.48,59.93
50,2010,1314.0,11054.0,0.0,422.0,92231.0,0.0,184614.2608721595,31841.66684752809,770.2871500987385,-337.3870295775123,27.07,18.44,71.21,78.65
51,2011,1617.0,6933.0,0.0,1051.0,99935.0,0.0,208184.24082807428,36087.43934613792,-654.6288516977802,-7387.817276379559,25.81,13.28,87.04,93.21
52,2012,1257.0,5802.0,0.0,1284.0,101973.0,0.0,234330.0461932486,40825.684645609974,-1627.1074347972462,-11704.41856016405,13.36,-26.84,86.46,90.72
53,2013,1124.0,6865.0,0.0,1802.0,106735.0,0.0,263321.1887171933,46110.87490676201,-2326.7928683881473,-14829.954236435704,23.44,-2.26,91.17,94.25
54,2014,1158.0,10102.0,0.0,2737.0,111297.0,0.0,295454.79405818053,52004.15235091999,-2860.7458785525814,-17436.00575458305,24.98,6.57,85.6,87.05
55,2015,,,,,79567.89397597779,0.0,331058.91545229533,58574.44093666965,-3294.8965169455914,-19816.308284551837,28.07,14.79,41.85,42.53
56,2016,,,,,88035.05780360103,0.0,370496.95193883707,65896.22300635355,-3668.560869416571,-22097.682203871198,25.47,8.61,46.123462737126886,45.34334281602651
57,2017,,,,,88427.68939577043,0.0,414169.85747302056,74053.98599307676,-4005.933450334298,-24335.911046299152,25.28201862115474,10.590500544787204,50.27031775246161,47.865574195635816
58,2018,,,,,90442.53906678874,0.0,462520.55915137834,83139.99906720393,-4320.9261054608505,-26555.400107854977,24.061813052179723,5.449625655534476,53.639684141308464,49.56425183269465
59,2019,,,,,92131.37834380288,0.0,516038.3754371613,93258.75984336503,-4622.611777684535,-28767.044609976467,24.29925118775298,3.4821746285291795,56.231561903667796,51.26292946975343
60,2020,,,,,93885.70091622416,0.0,575263.4343857418,104525.88270370377,-4916.434232738364,-30975.20264123706,24.05160948103414,1.7280116726655592,58.8234396660269,52.96160710681224
