Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
2002,1066.0,0.0,0.0,9.0,45410.0,3805093.2156,0.0,0.0,218896.52721,8015.6,48.56,3.22,22.81,30.52
2003,1356.0,0.0,0.0,170.0,46671.0,3524503.7058,0.0,0.0,212634.12507,7737.2,59.43,23.17,27.69,36.26
2004,1318.0,0.0,0.0,161.0,49519.0,3724793.03871,0.0,0.0,222611.92355,7766.2,53.08,12.46,37.66,47.98
2005,1448.0,0.0,0.0,154.0,53453.0,3848481.54375,0.0,0.0,249956.26565,9065.4,41.89,-7.45,50.04,61.65
2006,1572.0,0.0,0.0,174.0,56871.0,3802034.52426,0.0,0.0,265767.51144000003,10144.2,43.63,-0.02,58.3,69.64
2007,1254.0,0.0,0.0,168.0,58873.0,3855269.0275199995,0.0,0.0,262350.93077,9129.2,42.85,-8.3,64.2,74.44
2008,1248.0,0.0,0.0,392.0,62581.0,3870325.43,0.0,0.0,277282.25849000004,9239.4,46.04,1.86,91.48,102.0
2009,1646.0,0.0,0.0,742.0,63866.0,3379357.08,0.0,0.0,300896.4956,10811.2,46.81,5.2,53.48,59.93
2010,1367.0,0.0,0.0,939.0,67255.0,,,,,,42.43,-7.29,71.21,78.65
2011,1453.0,0.0,0.0,1103.0,70945.0,,,,,,55.1,12.71,87.04,93.21
2012,1431.0,0.0,0.0,1286.0,70969.0,,,,,,44.62,-2.64,86.46,90.72
2013,1739.0,0.0,0.0,1387.0,72120.0,,,,,,47.59,6.86,91.17,94.25
2014,1242.0,0.0,0.0,1451.0,74148.0,,,,,,42.79,-0.09,85.6,87.05
2015,,,,,74321.0,,,,,,48.62,3.89,41.85,42.53
2016,,,,,,,,,,,45.83,-2.72,,
